SeriesInstanceUID,dcm_file_count
1.2.826.0.1.3680043.8.498.82923563707430806601115403319443526282,104
1.2.826.0.1.3680043.8.498.82934565605948064674845719983298208691,50
1.2.826.0.1.3680043.8.498.82969239996755544951172774173389183261,416
1.2.826.0.1.3680043.8.498.83004341434348418987000099419276237555,284
1.2.826.0.1.3680043.8.498.83006372527330942383544617023303604213,295
1.2.826.0.1.3680043.8.498.83087831716341065387178262677867572025,252
1.2.826.0.1.3680043.8.498.83094907261336435708255151681286254599,868
1.2.826.0.1.3680043.8.498.83116903927442259322115959001031199567,290
1.2.826.0.1.3680043.8.498.83160687908479286050693068700784479967,208
1.2.826.0.1.3680043.8.498.83228009745617438803567050585068433549,593
1.2.826.0.1.3680043.8.498.83250436328376915086009420714124179145,67
1.2.826.0.1.3680043.8.498.83275899483584706099398406830701750286,1
1.2.826.0.1.3680043.8.498.83305421889708843915009287247620296181,38
1.2.826.0.1.3680043.8.498.83352511262442852560635806353984151584,120
1.2.826.0.1.3680043.8.498.83356673309798568975496035324983901570,26
1.2.826.0.1.3680043.8.498.83393247666564296550394877244416611075,120
1.2.826.0.1.3680043.8.498.83405583797556143760256164292408384061,120
1.2.826.0.1.3680043.8.498.83430798497983129911576791685118988240,188
1.2.826.0.1.3680043.8.498.83500649145635450993834735148488428106,26
1.2.826.0.1.3680043.8.498.83502305599572959853200711408319276071,38
1.2.826.0.1.3680043.8.498.83505029305672607023134412859191555401,523
1.2.826.0.1.3680043.8.498.83550635896077543885781888116995247419,587
1.2.826.0.1.3680043.8.498.83572399958860885188447177245643358908,223
1.2.826.0.1.3680043.8.498.83587475725826767738464012273797541767,1
1.2.826.0.1.3680043.8.498.83620065871996420126251582156172768931,140
1.2.826.0.1.3680043.8.498.83621461650142251439361488602481431796,178
1.2.826.0.1.3680043.8.498.83641262931017021070693021557847939818,32
1.2.826.0.1.3680043.8.498.83737123711076087719553366787725027403,307
1.2.826.0.1.3680043.8.498.83778201759094434081177169852428540424,1
1.2.826.0.1.3680043.8.498.83787042081036385745658715886034140301,524
1.2.826.0.1.3680043.8.498.83795417924271682286560697323469142854,277
1.2.826.0.1.3680043.8.498.83834763926668090506969389075663323153,1
1.2.826.0.1.3680043.8.498.83846083157431980840920562740073907019,71
1.2.826.0.1.3680043.8.498.83890669182094061441217062945418487315,40
1.2.826.0.1.3680043.8.498.83924779482385323146424794273489565887,24
1.2.826.0.1.3680043.8.498.83935930194814241610310827366851059946,112
1.2.826.0.1.3680043.8.498.83947156867955113387329773793752722713,340
1.2.826.0.1.3680043.8.498.83953149653006533120820602962689902096,377
1.2.826.0.1.3680043.8.498.84000639729553263974012206676942728866,256
1.2.826.0.1.3680043.8.498.84022408185899296814735156860519898025,164
1.2.826.0.1.3680043.8.498.84033485216903628548992720340613987887,27
1.2.826.0.1.3680043.8.498.84054023327476676226919691094657554455,96
1.2.826.0.1.3680043.8.498.84057568461368596767930330799397575430,34
1.2.826.0.1.3680043.8.498.84119031900393946153314374202846847541,301
1.2.826.0.1.3680043.8.498.84120292986347611357166935341164136576,116
1.2.826.0.1.3680043.8.498.84166083914479588160198159557416921404,1
1.2.826.0.1.3680043.8.498.84196766454412497646640839451113077656,40
1.2.826.0.1.3680043.8.498.84268505695856794726788673947539076667,266
1.2.826.0.1.3680043.8.498.84320753006702205305248187481419258898,201
1.2.826.0.1.3680043.8.498.84353623426269142780805220096074835101,43
1.2.826.0.1.3680043.8.498.84360444936232628381503468223246581613,503
1.2.826.0.1.3680043.8.498.84365338435159852538551378980637768138,57
1.2.826.0.1.3680043.8.498.84400024239321454642231717270370977122,20
1.2.826.0.1.3680043.8.498.84444710591148287925365582305438594429,434
1.2.826.0.1.3680043.8.498.84448552683404026579430438364854146502,168
1.2.826.0.1.3680043.8.498.84508266396934302763358408417044252870,50
1.2.826.0.1.3680043.8.498.84673884827308255153017544323807816870,26
1.2.826.0.1.3680043.8.498.84694960173163498808360597582848036806,240
1.2.826.0.1.3680043.8.498.84707392127644362436394627030175191536,621
1.2.826.0.1.3680043.8.498.84708530154029310445711944827440042518,254
1.2.826.0.1.3680043.8.498.84737250646412714564538441429110276542,1
1.2.826.0.1.3680043.8.498.84778675133092221698966969589694143666,204
1.2.826.0.1.3680043.8.498.84799112719628235165029706501431159091,1
1.2.826.0.1.3680043.8.498.84908441442551598157537604822760711232,220
1.2.826.0.1.3680043.8.498.84908915088581553175018048582513211997,465
1.2.826.0.1.3680043.8.498.84936417032617894036847386605272113566,292
1.2.826.0.1.3680043.8.498.84949429864398985985563077484622276979,341
1.2.826.0.1.3680043.8.498.84955070686251417902923705821409495324,446
1.2.826.0.1.3680043.8.498.84970923896134980585131411007859866249,118
1.2.826.0.1.3680043.8.498.84981725244903448679332760533341510620,240
1.2.826.0.1.3680043.8.498.85009227580373019140341017812085592172,89
1.2.826.0.1.3680043.8.498.85042275841446604538710616923989532822,773
1.2.826.0.1.3680043.8.498.85056117310575692936443452760292740765,122
1.2.826.0.1.3680043.8.498.85065386620220307703077344064424211514,345
1.2.826.0.1.3680043.8.498.85068754313761506487639931357231686739,212
1.2.826.0.1.3680043.8.498.85101569939333343673744614970672339917,380
1.2.826.0.1.3680043.8.498.85115229041239055903507290873830939572,140
1.2.826.0.1.3680043.8.498.85149420770650929386499230541211814094,173
1.2.826.0.1.3680043.8.498.85149528766201025510466021569226799324,767
1.2.826.0.1.3680043.8.498.85171608575971620442737413613974679614,476
1.2.826.0.1.3680043.8.498.85182535819133503429211074360047848353,58
1.2.826.0.1.3680043.8.498.85194127744027521640385594083387862534,190
1.2.826.0.1.3680043.8.498.85197567779462235538021389811324519260,267
1.2.826.0.1.3680043.8.498.85209756397344275726587290375839234630,256
1.2.826.0.1.3680043.8.498.85212589540007626039427792519492210226,27
1.2.826.0.1.3680043.8.498.85233996493807826481580949157604843203,1
1.2.826.0.1.3680043.8.498.85278054642281717241862499441350842782,1
1.2.826.0.1.3680043.8.498.85281833106932834485846960333980303657,1
1.2.826.0.1.3680043.8.498.85287930986317338767075767242848354597,196
1.2.826.0.1.3680043.8.498.85291384577161794454084800016458902354,164
1.2.826.0.1.3680043.8.498.85294318557369572357373464388392694261,267
1.2.826.0.1.3680043.8.498.85330951120080333123485292655736144682,886
1.2.826.0.1.3680043.8.498.85356909498538468620413270153346045693,30
1.2.826.0.1.3680043.8.498.85361698855845261630135187354853664501,184
1.2.826.0.1.3680043.8.498.85391129879475160280794130748903180569,240
1.2.826.0.1.3680043.8.498.85410498965122409676422016428582710225,240
1.2.826.0.1.3680043.8.498.85414118678712014992342462343340776231,34
1.2.826.0.1.3680043.8.498.85415291561324878581098601690651234162,96
1.2.826.0.1.3680043.8.498.85431182782929944864196573042506906105,1
1.2.826.0.1.3680043.8.498.85505799817311555548076493449984904353,583
1.2.826.0.1.3680043.8.498.85508243885201498506142793686212480907,20
1.2.826.0.1.3680043.8.498.85554283402280461928913385440916929343,209
1.2.826.0.1.3680043.8.498.85555724129505713161206081090944704253,640
1.2.826.0.1.3680043.8.498.85562271606310903296594410131910038418,308
1.2.826.0.1.3680043.8.498.85589488107871776959566501384876024851,339
1.2.826.0.1.3680043.8.498.85592547875146602878105706110456654773,136
1.2.826.0.1.3680043.8.498.85657836759065233468449626818301152435,211
1.2.826.0.1.3680043.8.498.85668572260836671456680878948105863299,31
1.2.826.0.1.3680043.8.498.85694228896758469614431673786651945288,1
1.2.826.0.1.3680043.8.498.85709849872024108265120796348331660195,152
1.2.826.0.1.3680043.8.498.85722501618335637418238816805460223934,349
1.2.826.0.1.3680043.8.498.85733266223939459614072318174725294585,24
1.2.826.0.1.3680043.8.498.85743725023912475256847388501654113280,627
1.2.826.0.1.3680043.8.498.85860352914625127150514616466982312044,20
1.2.826.0.1.3680043.8.498.85900394747694180792320315352110349657,290
1.2.826.0.1.3680043.8.498.85902366984521062029461103121726245828,20
1.2.826.0.1.3680043.8.498.85903550585118687381142058977043018521,81
1.2.826.0.1.3680043.8.498.85903631761762168724455360032327403028,152
1.2.826.0.1.3680043.8.498.85975164946423172309062718421436261046,353
1.2.826.0.1.3680043.8.498.86037975393556827852769300088670915080,40
1.2.826.0.1.3680043.8.498.86050292696176487260806446027675187978,140
1.2.826.0.1.3680043.8.498.86079010279152674328231606107517494406,643
1.2.826.0.1.3680043.8.498.86122554821675450420554936239111460217,45
1.2.826.0.1.3680043.8.498.86143541773119753858692849029621494411,1
1.2.826.0.1.3680043.8.498.86149014581682861891364572658998479309,40
1.2.826.0.1.3680043.8.498.86240874545949942277813212646850779086,19
1.2.826.0.1.3680043.8.498.86243718746702787662624706074369892756,20
1.2.826.0.1.3680043.8.498.86248862547064603982279592276410061541,24
1.2.826.0.1.3680043.8.498.86266729325433640531807683783130821206,801
1.2.826.0.1.3680043.8.498.86309622428702193136730305388223649021,235
1.2.826.0.1.3680043.8.498.86313072489373145684719446081388406922,374
1.2.826.0.1.3680043.8.498.86319927242404542238601724247018344095,271
1.2.826.0.1.3680043.8.498.86327636806433957821908291149941486283,168
1.2.826.0.1.3680043.8.498.86352699815383158762627892461101528346,196
1.2.826.0.1.3680043.8.498.86407472651237968191856236083875950619,124
1.2.826.0.1.3680043.8.498.86505313667637692019859669600295535566,514
1.2.826.0.1.3680043.8.498.86512773227884712415301051709532113639,1
1.2.826.0.1.3680043.8.498.86557343628171723195114920112894263817,44
1.2.826.0.1.3680043.8.498.86563949235194319193710371327835426015,1
1.2.826.0.1.3680043.8.498.86587095315940322589473858425390856478,222
1.2.826.0.1.3680043.8.498.86596000261488426717375724569957759084,25
1.2.826.0.1.3680043.8.498.86624453727961042089403742505764709381,856
1.2.826.0.1.3680043.8.498.86636967138012565797800174963645608040,168
1.2.826.0.1.3680043.8.498.86657756471967564456504638536263645759,228
1.2.826.0.1.3680043.8.498.86681860639228614733892891781147754114,601
1.2.826.0.1.3680043.8.498.86725229691108287025793354229862666092,1
1.2.826.0.1.3680043.8.498.86738851244916630398579781113619279737,319
1.2.826.0.1.3680043.8.498.86746334682170294107768493712620604227,116
1.2.826.0.1.3680043.8.498.86751327350671249040534938831739950205,176
1.2.826.0.1.3680043.8.498.86762353630263118423867960141131018582,577
1.2.826.0.1.3680043.8.498.86787475792235952494551412290632105427,128
1.2.826.0.1.3680043.8.498.86822530556046989269633487715061058236,414
1.2.826.0.1.3680043.8.498.86837346700151751310565181236786678013,25
1.2.826.0.1.3680043.8.498.86837874888364344702646376027320190758,268
1.2.826.0.1.3680043.8.498.86840850085811129970747331978337342341,1
1.2.826.0.1.3680043.8.498.86867376272146805428455638150607288831,20
1.2.826.0.1.3680043.8.498.86892122528785992585850923656953729755,627
1.2.826.0.1.3680043.8.498.86897328587343836162053938707832959024,106
1.2.826.0.1.3680043.8.498.86942113926561556715964708946225029101,488
1.2.826.0.1.3680043.8.498.86965155882202893525547352756612029859,136
1.2.826.0.1.3680043.8.498.86971038488153086487056578065305751471,110
1.2.826.0.1.3680043.8.498.87038024490602345007625401780298067385,30
1.2.826.0.1.3680043.8.498.87133443408651185245864983172506753347,156
1.2.826.0.1.3680043.8.498.87146033966516488971902542959161611937,158
1.2.826.0.1.3680043.8.498.87221835967956984031550069463079226884,522
1.2.826.0.1.3680043.8.498.87224844090982253751354523242858918271,886
1.2.826.0.1.3680043.8.498.87271146840822566201391608951021405899,75
1.2.826.0.1.3680043.8.498.87310067658980978743994946002076493150,110
1.2.826.0.1.3680043.8.498.87345901034482937420700398600519970277,983
1.2.826.0.1.3680043.8.498.87349503804565594233293633969054980424,73
1.2.826.0.1.3680043.8.498.87387461647840519107111917844102322552,72
1.2.826.0.1.3680043.8.498.87412984629952646698137456434282610564,929
1.2.826.0.1.3680043.8.498.87415534962617655592879380686116198586,1
1.2.826.0.1.3680043.8.498.87419722417694952907187018489000569370,284
1.2.826.0.1.3680043.8.498.87456468167516839750456246138700196165,414
1.2.826.0.1.3680043.8.498.87480891990277582946346790136781912242,96
1.2.826.0.1.3680043.8.498.87487378040032353374594537966032287706,30
1.2.826.0.1.3680043.8.498.87547461665007390981451704461752148942,180
1.2.826.0.1.3680043.8.498.87566514668273241564832485161915016907,261
1.2.826.0.1.3680043.8.498.87571543766634562655926322252071837705,674
1.2.826.0.1.3680043.8.498.87596156951369172427618929370254044602,495
1.2.826.0.1.3680043.8.498.87684836417769094239791074334923837991,853
1.2.826.0.1.3680043.8.498.87712930041363056817479223886738266426,26
1.2.826.0.1.3680043.8.498.87716964627763925393689510568869137910,42
1.2.826.0.1.3680043.8.498.87738105239269580384106657641493652430,164
1.2.826.0.1.3680043.8.498.87747731916384697437923650085841297675,498
1.2.826.0.1.3680043.8.498.87752798792920006578072302235859575035,181
1.2.826.0.1.3680043.8.498.87789116273707716289978204612785913529,222
1.2.826.0.1.3680043.8.498.87793717347274644321991233773637029287,609
1.2.826.0.1.3680043.8.498.87794163393266428648659243169230666286,274
1.2.826.0.1.3680043.8.498.87827026850135286418988965863928017761,21
1.2.826.0.1.3680043.8.498.87860442821701510723475979410604634591,386
1.2.826.0.1.3680043.8.498.87865223651281657051189368725400341319,44
1.2.826.0.1.3680043.8.498.87923365409919791868582746564469587294,201
1.2.826.0.1.3680043.8.498.88000310608065770777360364886233889150,160
1.2.826.0.1.3680043.8.498.88000338477467543859416395437689292355,467
1.2.826.0.1.3680043.8.498.88031842120847426560684395048393890060,148
1.2.826.0.1.3680043.8.498.88032468388060085709810101562499167112,352
1.2.826.0.1.3680043.8.498.88038981176925960179146350049094273014,1
1.2.826.0.1.3680043.8.498.88042533054564234043964284664062266483,350
1.2.826.0.1.3680043.8.498.88044882887797890422716086408658477347,181
1.2.826.0.1.3680043.8.498.88049516574842379088423942244620122871,469
1.2.826.0.1.3680043.8.498.88069966423294530944070439849504582939,119
1.2.826.0.1.3680043.8.498.88074364890076851275239546550266878562,45
1.2.826.0.1.3680043.8.498.88132554264788782767690427734113980043,291
1.2.826.0.1.3680043.8.498.88143837720759072680341609517675888865,205
1.2.826.0.1.3680043.8.498.88148749802953955210625390926159252791,1
1.2.826.0.1.3680043.8.498.88154099014328375563770982564715839977,554
1.2.826.0.1.3680043.8.498.88190102090437377957465392819737296298,1
1.2.826.0.1.3680043.8.498.88203629967688108213009237700401096048,240
1.2.826.0.1.3680043.8.498.88227700074847316675715402236874632058,801
1.2.826.0.1.3680043.8.498.88235513368184878413672448823501323241,19
1.2.826.0.1.3680043.8.498.88262947545419377497482697956346335300,361
1.2.826.0.1.3680043.8.498.88305267945070993202202392625049343877,386
1.2.826.0.1.3680043.8.498.88313683014657652382491906806980693662,280
1.2.826.0.1.3680043.8.498.88323263730083616451529182204674106561,33
1.2.826.0.1.3680043.8.498.88333772933894946204250331865358724198,640
1.2.826.0.1.3680043.8.498.88339634554367053656742978297774730360,1
1.2.826.0.1.3680043.8.498.88383459523735419878882278918207496904,256
1.2.826.0.1.3680043.8.498.88398083689128030874944560965416678850,112
1.2.826.0.1.3680043.8.498.88419901611285370741757961455870606737,31
1.2.826.0.1.3680043.8.498.88425042463285977683671758984893315915,38
1.2.826.0.1.3680043.8.498.88460273371451864348751538767361039156,241
1.2.826.0.1.3680043.8.498.88470921398186621059437334583794632704,364
1.2.826.0.1.3680043.8.498.88512241250207324783783101806489145581,96
1.2.826.0.1.3680043.8.498.88556758630886583967000340266641766431,40
1.2.826.0.1.3680043.8.498.88573209917890610446820507748453840415,312
1.2.826.0.1.3680043.8.498.88594690976723668476988084326754337922,320
1.2.826.0.1.3680043.8.498.88639614370218806438407590250966457080,1
1.2.826.0.1.3680043.8.498.88662334466087798807484415780594176763,160
1.2.826.0.1.3680043.8.498.88687351415926305418896228111308809946,628
1.2.826.0.1.3680043.8.498.88708725817922638690293601607540080249,175
1.2.826.0.1.3680043.8.498.88727133389627156951186577049810067833,31
1.2.826.0.1.3680043.8.498.88739296218460643753583291722714541935,43
1.2.826.0.1.3680043.8.498.88748771967842650344327368644308013047,334
1.2.826.0.1.3680043.8.498.88789854012429976168946087353138891086,550
1.2.826.0.1.3680043.8.498.88807255181437734649495468921314140645,482
1.2.826.0.1.3680043.8.498.88892851715498543710615031467281115594,120
1.2.826.0.1.3680043.8.498.88905360377095450551559885185901908404,266
1.2.826.0.1.3680043.8.498.89003777305588528676520852363382620407,671
1.2.826.0.1.3680043.8.498.89092386355880278540595538567687159259,142
1.2.826.0.1.3680043.8.498.89098780756585302169142795814483802409,601
1.2.826.0.1.3680043.8.498.89141336309328837563292780905648557269,156
1.2.826.0.1.3680043.8.498.89151970672712660734031292509743271137,164
1.2.826.0.1.3680043.8.498.89158384270238840672537034882728290533,24
1.2.826.0.1.3680043.8.498.89161165910592362566025480906038259292,1
1.2.826.0.1.3680043.8.498.89166931452852391329094820141066537228,25
1.2.826.0.1.3680043.8.498.89174909942768187788893896137949794806,334
1.2.826.0.1.3680043.8.498.89198665303306808903736666479277589408,39
1.2.826.0.1.3680043.8.498.89230355061878888016429746695193995605,26
1.2.826.0.1.3680043.8.498.89232312413895239994150433566669310293,806
1.2.826.0.1.3680043.8.498.89282082192512495663598534092975061017,140
1.2.826.0.1.3680043.8.498.89313730763603570616270576782445391369,64
1.2.826.0.1.3680043.8.498.89330825523334012865037372080787884546,65
1.2.826.0.1.3680043.8.498.89338137009113683797314594479043574439,167
1.2.826.0.1.3680043.8.498.89343864244736172393080011763302720900,257
1.2.826.0.1.3680043.8.498.89369649748368357833741192010871371578,188
1.2.826.0.1.3680043.8.498.89399936725560590354302713684700317416,1
1.2.826.0.1.3680043.8.498.89417573938795762036931545830042796122,1
1.2.826.0.1.3680043.8.498.89421386426320866039573378582181968701,440
1.2.826.0.1.3680043.8.498.89456024698299442920370931006115053837,678
1.2.826.0.1.3680043.8.498.89460822484126633248553997073630753402,32
1.2.826.0.1.3680043.8.498.89561322985962991141463885723229681301,56
1.2.826.0.1.3680043.8.498.89562026078495135499582460203308671983,1141
1.2.826.0.1.3680043.8.498.89605985568175294266551393553291853751,268
1.2.826.0.1.3680043.8.498.89611492483154570777544423877408176121,241
1.2.826.0.1.3680043.8.498.89619605715873653451761871411824732404,498
1.2.826.0.1.3680043.8.498.89639961040504780563662793518903523942,287
1.2.826.0.1.3680043.8.498.89685312210136874485655931753675115216,19
1.2.826.0.1.3680043.8.498.89722595873375280406543901208864917203,25
1.2.826.0.1.3680043.8.498.89740154707314498236185560504874676574,226
1.2.826.0.1.3680043.8.498.89743802547009856806201820386708908342,577
1.2.826.0.1.3680043.8.498.89851157223226425406945886067494169847,222
1.2.826.0.1.3680043.8.498.89855285352150084752274258788483893472,227
1.2.826.0.1.3680043.8.498.89914733130641575630121030406099366851,424
1.2.826.0.1.3680043.8.498.89970803885392861747790178391774928047,142
1.2.826.0.1.3680043.8.498.89990837914171555676446644356114244393,18
1.2.826.0.1.3680043.8.498.90000252095920683908445780080414964219,838
1.2.826.0.1.3680043.8.498.90015157820692758596783999454928886688,24
1.2.826.0.1.3680043.8.498.90110894083850611816200804257190446212,206
1.2.826.0.1.3680043.8.498.90148054141980255283023602451824569750,494
1.2.826.0.1.3680043.8.498.90168683694094931217787644438845074017,38
1.2.826.0.1.3680043.8.498.90170916150969666724827378221417376330,43
1.2.826.0.1.3680043.8.498.90211251242497736867934584575209261442,120
1.2.826.0.1.3680043.8.498.90215575989630197480796559386442448928,192
1.2.826.0.1.3680043.8.498.90221238993243739873208388728230227359,105
1.2.826.0.1.3680043.8.498.90230341788943218278385841963462570470,623
1.2.826.0.1.3680043.8.498.90230589804818458651368566790102236515,24
1.2.826.0.1.3680043.8.498.90258086999110306581284270451483106382,837
1.2.826.0.1.3680043.8.498.90272546526306161811446757328579665073,87
1.2.826.0.1.3680043.8.498.90278416846998971433896447183105055471,228
1.2.826.0.1.3680043.8.498.90284224975791490824586656501151439009,76
1.2.826.0.1.3680043.8.498.90295038212463738532074237007056080971,164
1.2.826.0.1.3680043.8.498.90302005553901509960346917900577589551,24
1.2.826.0.1.3680043.8.498.90475062468045559255630636119583168087,164
1.2.826.0.1.3680043.8.498.90488675810567805729482439341586920779,28
1.2.826.0.1.3680043.8.498.90566551961568397765843574213999612104,67
1.2.826.0.1.3680043.8.498.90603710887006391326641049803016465148,139
1.2.826.0.1.3680043.8.498.90609368428149511424834815141067338843,360
1.2.826.0.1.3680043.8.498.90625411943315264781767987164548773530,501
1.2.826.0.1.3680043.8.498.90642123541597610901085064611008792095,117
1.2.826.0.1.3680043.8.498.90653036725504108157033927661442979794,580
1.2.826.0.1.3680043.8.498.90754941733269755074990523279054101404,466
1.2.826.0.1.3680043.8.498.90779836858019499536017866928966246498,254
1.2.826.0.1.3680043.8.498.90803682940645146407636743963369778937,543
1.2.826.0.1.3680043.8.498.90846479216555688983465230048087949348,357
1.2.826.0.1.3680043.8.498.90859567318467266561889824639142146098,188
1.2.826.0.1.3680043.8.498.90868639414082309766132772449126946646,225
1.2.826.0.1.3680043.8.498.90869365823258210628568104893625248571,31
1.2.826.0.1.3680043.8.498.90882032220127968134921992711182526206,474
1.2.826.0.1.3680043.8.498.90955167631859021407563994026109018203,24
1.2.826.0.1.3680043.8.498.90978120671437931929718911632814207192,476
1.2.826.0.1.3680043.8.498.90990838555936406474863315476139779302,174
1.2.826.0.1.3680043.8.498.90992971877165901081705210720328608976,188
1.2.826.0.1.3680043.8.498.90995727300579452640236411462040049910,69
1.2.826.0.1.3680043.8.498.91013481815197474749102709277325005607,27
1.2.826.0.1.3680043.8.498.91023212190707640263596703834750399470,140
1.2.826.0.1.3680043.8.498.91047676047753956508746688595638730313,65
1.2.826.0.1.3680043.8.498.91052619621523956651774741288534476363,23
1.2.826.0.1.3680043.8.498.91070009793916341613863414930479194073,180
1.2.826.0.1.3680043.8.498.91071025028740743009862270556438437091,223
1.2.826.0.1.3680043.8.498.91165535256035309178395737877979649687,1331
1.2.826.0.1.3680043.8.498.91185215766703055535007951510960397424,120
1.2.826.0.1.3680043.8.498.91254366795980920459130362446701171991,18
1.2.826.0.1.3680043.8.498.91280907751913581577764343702856084945,1
1.2.826.0.1.3680043.8.498.91291436640815225043070912555745572931,233
1.2.826.0.1.3680043.8.498.91383232644426352830121889702365390153,23
1.2.826.0.1.3680043.8.498.91411687683436428378482756834219535011,36
1.2.826.0.1.3680043.8.498.91412871559464383648849849565121193225,212
1.2.826.0.1.3680043.8.498.91426617400787570465059467947946418547,26
1.2.826.0.1.3680043.8.498.91444139039598354803318085840863537303,1
1.2.826.0.1.3680043.8.498.91483546770441793632728100550401143080,30
1.2.826.0.1.3680043.8.498.91532623419869940898959803540233118459,252
1.2.826.0.1.3680043.8.498.91631170995051141987446594337635298287,137
1.2.826.0.1.3680043.8.498.91654518107279107939676008521520695779,19
1.2.826.0.1.3680043.8.498.91662792390287828414266589533299934610,291
1.2.826.0.1.3680043.8.498.91668463495915545476120070184577733779,393
1.2.826.0.1.3680043.8.498.91681278979294552933907406155740095957,205
1.2.826.0.1.3680043.8.498.91723388472613115310976095030521478219,184
1.2.826.0.1.3680043.8.498.91739404126615824393496285897796575815,204
1.2.826.0.1.3680043.8.498.91747317296331896239489506267037968773,240
1.2.826.0.1.3680043.8.498.91760184134535552938736600593727198414,19
1.2.826.0.1.3680043.8.498.91786832863163521299137942226918445387,1019
1.2.826.0.1.3680043.8.498.91787549035748716694939106024399392131,463
1.2.826.0.1.3680043.8.498.91807761201026398303140487161862181501,317
1.2.826.0.1.3680043.8.498.91810989783372997403349963457633164973,27
1.2.826.0.1.3680043.8.498.91841173218125229283524753783009481914,140
1.2.826.0.1.3680043.8.498.91843224059226536043531304170165319864,259
1.2.826.0.1.3680043.8.498.91862796033392805954193790177682980988,1
1.2.826.0.1.3680043.8.498.91869634404598758888679925564422108613,465
1.2.826.0.1.3680043.8.498.91976931036644681208569466611921985800,166
1.2.826.0.1.3680043.8.498.91989766933934347975631408918818991661,155
1.2.826.0.1.3680043.8.498.92018302741242525479566772827545252820,42
1.2.826.0.1.3680043.8.498.92027234487244845753810980652078508451,80
1.2.826.0.1.3680043.8.498.92038706147499683228381933293532888541,901
1.2.826.0.1.3680043.8.498.92056690496906870388278135359377950919,521
1.2.826.0.1.3680043.8.498.92088018075849737463229934410391478762,929
1.2.826.0.1.3680043.8.498.92101517914081927994609021681348897353,172
1.2.826.0.1.3680043.8.498.92101913700911443938883943365791424414,282
1.2.826.0.1.3680043.8.498.92114170205167816076202287333064365582,32
1.2.826.0.1.3680043.8.498.92122799046358382353159378088171114866,548
1.2.826.0.1.3680043.8.498.92126344585639452580558041160705508820,224
1.2.826.0.1.3680043.8.498.92144974710359588982131177779160912817,176
1.2.826.0.1.3680043.8.498.92150738981801864877921552129403826800,34
1.2.826.0.1.3680043.8.498.92173718621942134825525692279601346223,40
1.2.826.0.1.3680043.8.498.92196225027774795209941681504001916907,540
1.2.826.0.1.3680043.8.498.92217490856060274525587355082824835338,27
1.2.826.0.1.3680043.8.498.92273881219564445904813475221795009966,53
1.2.826.0.1.3680043.8.498.92288063738078674761481164826047572305,281
1.2.826.0.1.3680043.8.498.92295398812342611950640685935279065696,212
1.2.826.0.1.3680043.8.498.92418959634964175917370213963992652610,24
1.2.826.0.1.3680043.8.498.92458015412435341941285747521477094511,27
1.2.826.0.1.3680043.8.498.92466744188329436344065388019305675715,191
1.2.826.0.1.3680043.8.498.92483234127063818098376500685687955572,671
1.2.826.0.1.3680043.8.498.92498800238576582506105430510381134234,37
1.2.826.0.1.3680043.8.498.92505246300895783708307058595787084563,321
1.2.826.0.1.3680043.8.498.92513167651265165649288054333815210265,293
1.2.826.0.1.3680043.8.498.92543328866053664733167983708344898988,160
1.2.826.0.1.3680043.8.498.92548386628352653235864430387498847071,20
1.2.826.0.1.3680043.8.498.92603226122951745544618994633586863072,281
1.2.826.0.1.3680043.8.498.92615186899685702153310544044174722114,313
1.2.826.0.1.3680043.8.498.92656631773379460738544540251753875036,178
1.2.826.0.1.3680043.8.498.92666467590009683986986119743703745308,554
1.2.826.0.1.3680043.8.498.92677897354993455000733435986544861063,345
1.2.826.0.1.3680043.8.498.92724815600997424807598389019112664126,265
1.2.826.0.1.3680043.8.498.92773748942952645243074808740855383414,551
1.2.826.0.1.3680043.8.498.92778152646800751595474422722831241770,200
1.2.826.0.1.3680043.8.498.92784039913969125743285812216773360619,249
1.2.826.0.1.3680043.8.498.92861209824393614539258822165758398241,545
1.2.826.0.1.3680043.8.498.92883623263725355063070225619111715439,248
1.2.826.0.1.3680043.8.498.92893967032642931619807234253012111148,25
1.2.826.0.1.3680043.8.498.92915980836004294384074911948295375174,942
1.2.826.0.1.3680043.8.498.92966769280367854482626182575983045611,247
1.2.826.0.1.3680043.8.498.92992276747850659581372427486356669050,38
1.2.826.0.1.3680043.8.498.92998683254509169763575328138377737464,830
1.2.826.0.1.3680043.8.498.93005379507993862369794871518209403819,147
1.2.826.0.1.3680043.8.498.93009153822317083064844213344156801735,989
1.2.826.0.1.3680043.8.498.93019727618438103316908374148484604104,181
1.2.826.0.1.3680043.8.498.93031450134343050423906440222125322625,228
1.2.826.0.1.3680043.8.498.93084402673375117663432982750752389815,228
1.2.826.0.1.3680043.8.498.93116174607004367704735951868342600891,58
1.2.826.0.1.3680043.8.498.93147268125259016817403773199722742338,20
1.2.826.0.1.3680043.8.498.93147474698722468366976292006970878801,108
1.2.826.0.1.3680043.8.498.93156694293030030637766074579373694728,1
1.2.826.0.1.3680043.8.498.93171084957978244358914324129075898976,27
1.2.826.0.1.3680043.8.498.93188368164507061784389222177130312553,186
1.2.826.0.1.3680043.8.498.93191422896259389077485115873013184517,42
1.2.826.0.1.3680043.8.498.93250501913333660659127227010685404909,1
1.2.826.0.1.3680043.8.498.93312402363080131669346450837560408193,542
1.2.826.0.1.3680043.8.498.93363424608479237731725453316540525303,631
1.2.826.0.1.3680043.8.498.93484071550227109969923030086261101684,28
